configuration_id,run_id,checkpoint_path,checkpoint_bytes,shard_index
time_stats__knn__small__frac_1.00,time_stats__knn__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__small__frac_1.00__seed3407.joblib,385409,0
time_stats__lda__large__frac_0.20,time_stats__lda__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__large__frac_0.20__seed3407.joblib,14208,0
time_stats__lda__large__frac_0.40,time_stats__lda__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__large__frac_0.40__seed3407.joblib,14208,0
time_stats__lda__large__frac_0.60,time_stats__lda__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__large__frac_0.60__seed3407.joblib,14208,0
time_stats__lda__large__frac_0.80,time_stats__lda__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__large__frac_0.80__seed3407.joblib,14208,0
time_stats__lda__large__frac_1.00,time_stats__lda__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__large__frac_1.00__seed3407.joblib,14208,0
time_stats__lda__medium__frac_0.20,time_stats__lda__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__medium__frac_0.20__seed3407.joblib,4659,0
time_stats__lda__medium__frac_0.40,time_stats__lda__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__medium__frac_0.40__seed3407.joblib,4659,0
time_stats__lda__medium__frac_0.60,time_stats__lda__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__medium__frac_0.60__seed3407.joblib,4659,0
time_stats__lda__medium__frac_0.80,time_stats__lda__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__medium__frac_0.80__seed3407.joblib,4659,0
time_stats__lda__medium__frac_1.00,time_stats__lda__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__medium__frac_1.00__seed3407.joblib,4659,0
time_stats__lda__small__frac_0.20,time_stats__lda__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__small__frac_0.20__seed3407.joblib,2991,0
time_stats__lda__small__frac_0.40,time_stats__lda__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__small__frac_0.40__seed3407.joblib,2991,0
time_stats__lda__small__frac_0.60,time_stats__lda__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__small__frac_0.60__seed3407.joblib,2991,0
time_stats__lda__small__frac_0.80,time_stats__lda__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__small__frac_0.80__seed3407.joblib,2991,0
time_stats__lda__small__frac_1.00,time_stats__lda__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__lda__small__frac_1.00__seed3407.joblib,2991,0
time_stats__linear_svm__large__frac_0.20,time_stats__linear_svm__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__large__frac_0.20__seed3407.joblib,3869,0
time_stats__linear_svm__large__frac_0.40,time_stats__linear_svm__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__large__frac_0.40__seed3407.joblib,3869,0
time_stats__linear_svm__large__frac_0.60,time_stats__linear_svm__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__large__frac_0.60__seed3407.joblib,3869,0
time_stats__linear_svm__large__frac_0.80,time_stats__linear_svm__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__large__frac_0.80__seed3407.joblib,3869,0
time_stats__linear_svm__large__frac_1.00,time_stats__linear_svm__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__large__frac_1.00__seed3407.joblib,3869,0
time_stats__linear_svm__medium__frac_0.20,time_stats__linear_svm__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__medium__frac_0.20__seed3407.joblib,2912,0
time_stats__linear_svm__medium__frac_0.40,time_stats__linear_svm__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__medium__frac_0.40__seed3407.joblib,2912,0
time_stats__linear_svm__medium__frac_0.60,time_stats__linear_svm__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__medium__frac_0.60__seed3407.joblib,2912,0
time_stats__linear_svm__medium__frac_0.80,time_stats__linear_svm__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__medium__frac_0.80__seed3407.joblib,2912,0
time_stats__linear_svm__medium__frac_1.00,time_stats__linear_svm__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__medium__frac_1.00__seed3407.joblib,2912,0
time_stats__linear_svm__small__frac_0.20,time_stats__linear_svm__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__small__frac_0.20__seed3407.joblib,2429,0
time_stats__linear_svm__small__frac_0.40,time_stats__linear_svm__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__small__frac_0.40__seed3407.joblib,2429,0
time_stats__linear_svm__small__frac_0.60,time_stats__linear_svm__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__small__frac_0.60__seed3407.joblib,2429,0
time_stats__linear_svm__small__frac_0.80,time_stats__linear_svm__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__small__frac_0.80__seed3407.joblib,2429,0
time_stats__linear_svm__small__frac_1.00,time_stats__linear_svm__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__linear_svm__small__frac_1.00__seed3407.joblib,2429,0
time_stats__logistic_regression__large__frac_0.20,time_stats__logistic_regression__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__large__frac_0.20__seed3407.joblib,4055,0
time_stats__logistic_regression__large__frac_0.40,time_stats__logistic_regression__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__large__frac_0.40__seed3407.joblib,4055,0
time_stats__logistic_regression__large__frac_0.60,time_stats__logistic_regression__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__large__frac_0.60__seed3407.joblib,4055,0
time_stats__logistic_regression__large__frac_0.80,time_stats__logistic_regression__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__large__frac_0.80__seed3407.joblib,4055,0
time_stats__logistic_regression__large__frac_1.00,time_stats__logistic_regression__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__large__frac_1.00__seed3407.joblib,4055,0
time_stats__logistic_regression__medium__frac_0.20,time_stats__logistic_regression__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__medium__frac_0.20__seed3407.joblib,3098,0
time_stats__logistic_regression__medium__frac_0.40,time_stats__logistic_regression__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__medium__frac_0.40__seed3407.joblib,3098,0
time_stats__logistic_regression__medium__frac_0.60,time_stats__logistic_regression__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__medium__frac_0.60__seed3407.joblib,3098,0
time_stats__logistic_regression__medium__frac_0.80,time_stats__logistic_regression__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__medium__frac_0.80__seed3407.joblib,3098,0
time_stats__logistic_regression__medium__frac_1.00,time_stats__logistic_regression__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__medium__frac_1.00__seed3407.joblib,3098,0
time_stats__logistic_regression__small__frac_0.20,time_stats__logistic_regression__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__small__frac_0.20__seed3407.joblib,2615,0
time_stats__logistic_regression__small__frac_0.40,time_stats__logistic_regression__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__small__frac_0.40__seed3407.joblib,2615,0
time_stats__logistic_regression__small__frac_0.60,time_stats__logistic_regression__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__small__frac_0.60__seed3407.joblib,2615,0
time_stats__logistic_regression__small__frac_0.80,time_stats__logistic_regression__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__small__frac_0.80__seed3407.joblib,2615,0
time_stats__logistic_regression__small__frac_1.00,time_stats__logistic_regression__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__logistic_regression__small__frac_1.00__seed3407.joblib,2615,0
time_stats__random_forest__large__frac_0.20,time_stats__random_forest__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__large__frac_0.20__seed3407.joblib,28274149,0
time_stats__random_forest__large__frac_0.40,time_stats__random_forest__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__large__frac_0.40__seed3407.joblib,51695509,0
time_stats__random_forest__large__frac_0.60,time_stats__random_forest__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__large__frac_0.60__seed3407.joblib,73568869,0
time_stats__random_forest__large__frac_0.80,time_stats__random_forest__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__large__frac_0.80__seed3407.joblib,94350709,0
time_stats__random_forest__large__frac_1.00,time_stats__random_forest__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__large__frac_1.00__seed3407.joblib,115003909,0
time_stats__random_forest__medium__frac_0.20,time_stats__random_forest__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__medium__frac_0.20__seed3407.joblib,14505849,0
time_stats__random_forest__medium__frac_0.40,time_stats__random_forest__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__medium__frac_0.40__seed3407.joblib,25711209,0
time_stats__random_forest__medium__frac_0.60,time_stats__random_forest__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__medium__frac_0.60__seed3407.joblib,35574009,0
time_stats__random_forest__medium__frac_0.80,time_stats__random_forest__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__medium__frac_0.80__seed3407.joblib,45014649,0
time_stats__random_forest__medium__frac_1.00,time_stats__random_forest__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__medium__frac_1.00__seed3407.joblib,54250569,0
time_stats__random_forest__small__frac_0.20,time_stats__random_forest__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__small__frac_0.20__seed3407.joblib,2375829,0
time_stats__random_forest__small__frac_0.40,time_stats__random_forest__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__small__frac_0.40__seed3407.joblib,3029829,0
time_stats__random_forest__small__frac_0.60,time_stats__random_forest__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__small__frac_0.60__seed3407.joblib,3493509,0
time_stats__random_forest__small__frac_0.80,time_stats__random_forest__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__small__frac_0.80__seed3407.joblib,3742869,0
time_stats__random_forest__small__frac_1.00,time_stats__random_forest__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__random_forest__small__frac_1.00__seed3407.joblib,3913509,0
time_stats__rbf_svm__large__frac_0.20,time_stats__rbf_svm__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__large__frac_0.20__seed3407.joblib,199791,0
time_stats__rbf_svm__large__frac_0.40,time_stats__rbf_svm__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__large__frac_0.40__seed3407.joblib,351631,0
time_stats__rbf_svm__large__frac_0.60,time_stats__rbf_svm__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__large__frac_0.60__seed3407.joblib,500271,0
time_stats__rbf_svm__large__frac_0.80,time_stats__rbf_svm__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__large__frac_0.80__seed3407.joblib,631087,0
time_stats__rbf_svm__large__frac_1.00,time_stats__rbf_svm__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__large__frac_1.00__seed3407.joblib,773279,0
time_stats__rbf_svm__medium__frac_0.20,time_stats__rbf_svm__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__medium__frac_0.20__seed3407.joblib,138242,0
time_stats__rbf_svm__medium__frac_0.40,time_stats__rbf_svm__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__medium__frac_0.40__seed3407.joblib,248786,0
time_stats__rbf_svm__medium__frac_0.60,time_stats__rbf_svm__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__medium__frac_0.60__seed3407.joblib,356002,0
time_stats__rbf_svm__medium__frac_0.80,time_stats__rbf_svm__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__medium__frac_0.80__seed3407.joblib,459298,0
time_stats__rbf_svm__medium__frac_1.00,time_stats__rbf_svm__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__medium__frac_1.00__seed3407.joblib,565922,0
time_stats__rbf_svm__small__frac_0.20,time_stats__rbf_svm__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__small__frac_0.20__seed3407.joblib,110303,0
time_stats__rbf_svm__small__frac_0.40,time_stats__rbf_svm__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__small__frac_0.40__seed3407.joblib,203695,0
time_stats__rbf_svm__small__frac_0.60,time_stats__rbf_svm__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__small__frac_0.60__seed3407.joblib,293967,0
time_stats__rbf_svm__small__frac_0.80,time_stats__rbf_svm__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__small__frac_0.80__seed3407.joblib,379967,0
time_stats__rbf_svm__small__frac_1.00,time_stats__rbf_svm__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__rbf_svm__small__frac_1.00__seed3407.joblib,471423,0
